game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,traj_used,traj_aggregator,hazard_final,quarter,score_diff,run_length
0042500101,20,2026-04-19 22:49:52+00:00,47.0,52.0,take_profit,1,72.169598,5.0,500.0,0.31528735160827637,0.08488020300865173,0.08517856150865555,mean,0.9794220924377441,1,-12,5
0042500101,124,2026-04-20 00:12:51+00:00,60.0,55.0,take_profit,-1,3.169603,5.0,500.0,0.16492252051830292,-0.16066400706768036,-0.13633728474378587,mean,0.9990654587745667,3,-3,4
0042500102,95,2026-04-23 00:27:45.916667+00:00,65.0,64.0,momentum_flip,-1,76.206805,1.0,100.0,0.18347246944904327,-0.11162292957305908,-0.09228395074605941,mean,0.9968482851982117,2,0,2
0042500103,110,2026-04-25 18:36:51+00:00,67.0,70.0,stop_loss,-1,33.199704,-3.0,-300.0,0.2922567129135132,-0.15862664580345154,-0.1349551945924759,mean,0.9628443121910095,3,3,2
0042500103,111,2026-04-25 18:37:24.916667+00:00,70.0,71.0,momentum_flip,-1,204.283314,-1.0,-100.0,0.1938396394252777,-0.13017451763153076,-0.10978404507040977,mean,0.9730833172798157,3,3,2
0042500106,46,2026-05-01 23:44:11.250000+00:00,45.0,48.0,stop_loss,-1,57.864712,-3.0,-300.0,0.1942487508058548,-0.09860889613628387,-0.08141758814454078,mean,0.9931061863899231,2,3,2
0042500106,48,2026-05-01 23:47:15+00:00,57.0,57.0,momentum_flip,-1,188.11374,-0.0,-0.0,0.2953926920890808,-0.10512129962444305,-0.08752286583185195,mean,0.9953628778457642,2,5,3
0042500107,19,2026-05-03 19:54:34+00:00,68.0,71.0,stop_loss,-1,58.165171,-3.0,-300.0,0.2311534881591797,-0.1487250030040741,-0.12531776279211043,mean,0.9840595722198486,1,2,2
0042500107,77,2026-05-03 20:37:00+00:00,70.0,65.0,take_profit,-1,0.165613,5.0,500.0,0.19419296085834503,-0.12923148274421692,-0.10773829594254494,mean,0.9938806295394897,2,1,3
0042500117,68,2026-05-03 00:24:38.833333+00:00,41.0,44.0,stop_loss,-1,31.297445,-3.0,-300.0,0.2576848566532135,-0.13423925638198853,-0.11388901695609092,mean,0.9976682066917419,2,-2,2
0042500117,161,2026-05-03 01:39:16.388889+00:00,35.0,30.0,take_profit,-1,2.741626,5.0,500.0,0.19838033616542816,-0.17650529742240906,-0.15014303028583526,mean,0.9987014532089233,4,-1,2
0042500123,105,2026-04-24 00:30:32.500000+00:00,70.0,61.0,take_profit,-1,1.607945,9.0,900.0,0.23014342784881592,-0.1729251742362976,-0.14398006051778794,mean,0.9976638555526733,3,6,5
0042500123,130,2026-04-24 00:48:50.166667+00:00,61.0,55.0,take_profit,-1,1.941202,6.0,600.0,0.1709394007921219,-0.11609041690826416,-0.09623464941978455,mean,0.9991593360900879,3,8,2
0042500126,6,2026-04-30 23:16:39.583333+00:00,41.0,46.0,stop_loss,-1,26.560706,-5.0,-500.0,0.15684504806995392,-0.11944113671779633,-0.09857633784413337,mean,0.9976673126220703,1,-3,2
0042500133,25,2026-04-24 00:25:33.333333+00:00,48.0,43.0,take_profit,-1,93.688547,5.0,500.0,0.156875342130661,-0.15884745121002197,-0.13200475350022317,mean,0.994144856929779,1,7,4
0042500133,50,2026-04-24 00:44:52.333333+00:00,55.0,50.0,take_profit,-1,59.68828,5.0,500.0,0.220366433262825,-0.11685323715209961,-0.09705717414617539,mean,0.9913301467895508,2,8,2
0042500133,79,2026-04-24 01:09:52.416667+00:00,33.0,28.0,take_profit,-1,5.604853,5.0,500.0,0.15075160562992096,-0.10605701059103012,-0.08764517679810524,mean,0.9995418787002563,2,1,2
0042500135,110,2026-04-30 01:06:32.750000+00:00,46.0,40.0,take_profit,-1,0.369473,6.0,600.0,0.1848420798778534,-0.11086440086364746,-0.09179253578186035,mean,0.9967033267021179,3,-12,5
0042500135,135,2026-04-30 01:25:40+00:00,57.0,52.0,take_profit,-1,9.119202,5.0,500.0,0.2410556674003601,-0.1551632285118103,-0.1306386597454548,mean,0.9984440207481384,3,-4,2
0042500135,136,2026-04-30 01:26:48.250000+00:00,59.0,62.0,stop_loss,-1,100.869734,-3.0,-300.0,0.17413054406642914,-0.11148785054683685,-0.09293140769004822,mean,0.9987210631370544,3,-4,3
0042500135,140,2026-04-30 01:28:48.500000+00:00,62.0,54.0,take_profit,-1,122.618811,8.0,800.0,0.1990087628364563,-0.10936660319566727,-0.09029286354780197,mean,0.9974697828292847,3,-4,3
0042500135,149,2026-04-30 01:35:02.250000+00:00,45.0,37.0,take_profit,-1,0.868334,8.0,800.0,0.17330259084701538,-0.18125635385513306,-0.1517621949315071,mean,0.9990940093994141,3,-8,2
0042500135,163,2026-04-30 01:44:12.722222+00:00,63.0,66.0,stop_loss,-1,26.396946,-3.0,-300.0,0.19655941426753998,-0.11086337268352509,-0.09147615656256676,mean,0.9982486963272095,4,-3,3
0042500136,49,2026-05-02 00:16:12+00:00,42.0,37.0,take_profit,-1,43.016348,5.0,500.0,0.1630779355764389,-0.19878247380256653,-0.16657200306653977,mean,0.9986459612846375,2,2,3
