game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,traj_used,traj_aggregator,hazard_final,quarter,score_diff,run_length,fees,entry_tick_age_s
0042500135,135,2026-04-30 01:25:40+00:00,57.0,60.0,stop_loss,-1,94.118739,-3.0,-5.12,0.26031816005706787,-0.14854229986667633,-0.12469241544604301,mean,0.9989575147628784,3,-4,2,2.12,1.881215
0042500135,140,2026-04-30 01:28:48.500000+00:00,62.0,57.0,take_profit,-1,102.618811,5.0,4.15,0.25618740916252136,-0.10011015832424164,-0.08269451186060905,mean,0.9973962306976318,3,-4,3,0.85,3.3816100000000002
0042500135,149,2026-04-30 01:35:02.250000+00:00,45.0,40.0,take_profit,-1,24.868822,5.0,4.13,0.20101191103458405,-0.14970657229423523,-0.12476196065545082,mean,0.999279797077179,3,-8,2,0.87,0.131348
0042500135,163,2026-04-30 01:44:12.722222+00:00,63.0,66.0,stop_loss,-1,6.396946,-3.0,-4.99,0.25366243720054626,-0.131209596991539,-0.10983416810631752,mean,0.9983647465705872,4,-3,3,1.99,0.603912
0042500136,49,2026-05-02 00:16:12+00:00,42.0,37.0,take_profit,-1,23.016348,5.0,4.16,0.19738958775997162,-0.15954124927520752,-0.13196549117565154,mean,0.9991937279701233,2,2,3,0.84,0.983525
0042500137,81,2026-05-04 00:46:06.666667+00:00,54.0,58.0,stop_loss,-1,57.448943,-4.0,-6.15,0.1803784817457199,-0.11142469942569733,-0.09258744046092034,mean,0.9991554021835327,2,-7,2,2.15,0.551099
0042500137,83,2026-05-04 00:48:03.333333+00:00,64.0,64.0,time_gate,-1,240.0,-0.0,-2.0300000000000002,0.22094178199768066,-0.10757414996623993,-0.09008154049515724,mean,0.9983503818511963,2,-7,2,2.0300000000000002,3.216922
0042500152,15,2026-04-22 00:16:46.500000+00:00,68.0,71.0,stop_loss,-1,99.57229,-3.0,-4.84,0.15688282251358032,-0.10837140679359436,-0.08941012844443322,mean,0.997658371925354,1,-9,2,1.8399999999999999,0.431401
0042500152,33,2026-04-22 00:29:20.166667+00:00,70.0,73.0,stop_loss,-1,79.90353,-3.0,-4.75,0.1645442247390747,-0.0983361080288887,-0.08083339110016823,mean,0.9974246025085449,1,-9,2,1.75,1.097794
0042500152,127,2026-04-22 01:43:57.916667+00:00,66.0,66.0,momentum_flip,-1,7.150438,-0.0,-1.98,0.20889653265476227,-0.10530640184879303,-0.08710630461573601,mean,0.9966753721237183,3,2,2,1.98,1.8496540000000001
0042500153,111,2026-04-25 04:18:06+00:00,64.0,69.0,take_profit,1,20.574139,5.0,4.21,0.2033213973045349,0.09615696966648102,0.08868017494678497,mean,0.9997238516807556,3,8,2,0.79,0.985696
0042500154,75,2026-04-26 20:43:56.083333+00:00,65.0,60.0,take_profit,-1,54.018814,5.0,4.17,0.17949660122394562,-0.10838758945465088,-0.08906654864549637,mean,0.9934318661689758,2,12,3,0.8300000000000001,0.981001
0042500154,77,2026-04-26 20:46:14.916667+00:00,67.0,70.0,stop_loss,-1,41.184971,-3.0,-4.87,0.1774158626794815,-0.10787239670753479,-0.08873475268483162,mean,0.9957072138786316,2,15,4,1.87,0.815076
0042500154,115,2026-04-26 21:20:30+00:00,52.0,52.0,momentum_flip,-1,43.101897,-0.0,-2.19,0.18627306818962097,-0.22333750128746033,-0.18752294331789016,mean,0.9959737658500671,3,4,6,2.19,0.897699
0042500154,132,2026-04-26 21:29:47.500000+00:00,35.0,30.0,take_profit,-1,7.601473,5.0,4.23,0.19195939600467682,-0.10411272197961807,-0.08626281097531319,mean,0.9982143640518188,3,-2,3,0.77,0.398363
0042500161,14,2026-04-18 19:51:33.500000+00:00,68.0,67.0,momentum_flip,-1,88.687118,1.0,-0.94,0.15352065861225128,-0.15237446129322052,-0.12590007334947587,mean,0.9976984858512878,1,-5,2,1.94,2.313747
0042500162,89,2026-04-21 03:54:29.166667+00:00,57.0,57.0,momentum_flip,-1,59.823672,-0.0,-2.15,0.2215326875448227,-0.09764370322227478,-0.08084417954087257,mean,0.9996289014816284,2,1,2,2.15,0.176476
0042500162,139,2026-04-21 04:31:45+00:00,70.0,74.0,stop_loss,-1,21.990048,-4.0,-5.720000000000001,0.25379323959350586,-0.10914403945207596,-0.09084302484989167,mean,0.9993407130241394,3,-1,2,1.7200000000000002,0.01008
0042500164,130,2026-04-26 02:35:20.833333+00:00,42.0,48.0,stop_loss,-1,0.345825,-6.0,-8.18,0.21201419830322266,-0.17912356555461884,-0.15142685770988465,mean,0.9990515112876892,3,-1,4,2.18,0.653564
0042500164,140,2026-04-26 02:41:31.650000+00:00,39.0,42.0,stop_loss,-1,64.529793,-3.0,-5.13,0.15064524114131927,-0.12126199156045914,-0.101414405554533,mean,0.9993234872817993,3,2,6,2.13,4.47065
0042500164,146,2026-04-26 02:46:56.388889+00:00,55.0,58.0,stop_loss,-1,105.790236,-3.0,-5.15,0.24823126196861267,-0.10683413594961166,-0.0889343112707138,mean,0.9938001036643982,4,4,7,2.15,0.209737
0042500166,127,2026-05-01 03:20:28.250000+00:00,39.0,42.0,stop_loss,-1,27.766699,-3.0,-5.13,0.19621272385120392,-0.12340676039457321,-0.1029552698135376,mean,0.9975582361221313,3,0,3,2.13,2.23247
0042500171,99,2026-04-19 02:15:07.500000+00:00,58.0,55.0,momentum_flip,-1,158.581546,3.0,0.8300000000000001,0.21406185626983643,-0.09887099266052246,-0.08152520060539245,mean,0.9991832375526428,3,3,2,2.17,0.41808
0042500172,116,2026-04-22 04:24:59+00:00,56.0,51.0,take_profit,-1,10.10529,5.0,4.12,0.15684543550014496,-0.1026318371295929,-0.08491297662258149,mean,0.999640703201294,3,5,2,0.88,1.894792
0042500173,15,2026-04-25 00:21:52.250000+00:00,61.0,59.0,momentum_flip,-1,15.851362,2.0,-0.1200000000000001,0.19384238123893738,-0.14429821074008942,-0.1191436417400837,mean,0.9974072575569153,1,-2,2,2.12,0.149539
0042500173,124,2026-04-25 01:46:05.666667+00:00,39.0,42.0,stop_loss,-1,24.434074,-3.0,-5.13,0.203244149684906,-0.11298581957817078,-0.09440201297402381,mean,0.9985480904579163,3,-4,2,2.13,0.566458
0042500201,6,2026-05-05 23:16:41.500000+00:00,62.0,61.0,momentum_flip,-1,24.600482,1.0,-1.0899999999999999,0.1535976678133011,-0.19618408381938934,-0.16408344060182573,mean,0.9989996552467346,1,0,2,2.09,0.400182
0042500201,133,2026-05-06 00:54:33.333333+00:00,69.0,70.0,momentum_flip,-1,68.766493,-1.0,-2.86,0.20158377289772034,-0.13076847791671753,-0.10869686529040337,mean,0.9994986057281494,3,4,2,1.8599999999999999,0.233849
0042500201,170,2026-05-06 01:21:58+00:00,58.0,62.0,stop_loss,-1,1.0993249999999999,-4.0,-6.08,0.15338778495788574,-0.10363940894603729,-0.08554506674408913,mean,0.9988808035850525,4,0,3,2.08,0.900829
0042500202,96,2026-05-08 00:32:34+00:00,70.0,65.0,take_profit,-1,45.162805,5.0,4.23,0.19547663629055023,-0.12342694401741028,-0.10195529088377953,mean,0.9946025013923645,3,9,2,0.77,0.837385
0042500203,50,2026-05-09 19:46:45.975000+00:00,65.0,60.0,take_profit,-1,40.236271,5.0,4.17,0.23707163333892822,-0.11293994635343552,-0.09326083809137345,mean,0.9941679239273071,1,2,2,0.8300000000000001,1.7631839999999999
0042500203,133,2026-05-09 21:07:23+00:00,67.0,70.0,stop_loss,-1,31.210384,-3.0,-4.87,0.32581785321235657,-0.16583286225795746,-0.13744280934333802,mean,0.9921831488609314,3,3,3,1.87,0.789531
0042500203,177,2026-05-09 21:43:23.611111+00:00,67.0,62.0,take_profit,-1,4.5994779999999995,5.0,4.1899999999999995,0.22947059571743011,-0.1141897663474083,-0.09420157298445701,mean,0.9953332543373108,4,1,3,0.81,0.400459
0042500204,102,2026-05-12 01:35:35.416667+00:00,67.0,70.0,stop_loss,-1,33.724225,-3.0,-4.87,0.164092555642128,-0.12160477042198181,-0.10012089610099792,mean,0.9896261692047119,3,4,4,1.87,1.2759610000000001
0042500205,122,2026-05-14 01:55:13.166667+00:00,65.0,62.0,momentum_flip,-1,144.884196,3.0,0.9500000000000002,0.18786442279815674,-0.15941007435321808,-0.13274800255894662,mean,0.9953355193138123,3,2,2,2.05,0.116658
0042500205,152,2026-05-14 02:23:03+00:00,49.0,54.0,stop_loss,-1,30.050282,-5.0,-7.18,0.16155992448329926,-0.11164125800132751,-0.09194380044937134,mean,0.9869341850280762,4,-2,3,2.18,0.949838
0042500205,176,2026-05-14 02:44:44.400000+00:00,53.0,48.0,take_profit,-1,42.650093,5.0,4.12,0.1799154430627823,-0.17710275948047638,-0.14672277271747589,mean,0.9969038367271423,4,0,3,0.88,0.349511
0042500206,90,2026-05-16 00:21:45+00:00,49.0,49.0,momentum_flip,1,42.168575,0.0,-2.19,0.37409815192222595,0.1040402352809906,0.10847026705741883,mean,0.9943509101867676,2,-10,2,2.19,0.831821
0042500207,11,2026-05-18 00:21:17+00:00,59.0,58.0,momentum_flip,-1,193.0822,1.0,-1.1400000000000001,0.3979279696941376,-0.10227344185113907,-0.08726437836885452,mean,0.9894859790802002,1,-5,2,2.14,3.917474
0042500213,104,2026-05-09 00:43:35.916667+00:00,32.0,32.0,momentum_flip,-1,95.145476,-0.0,-1.92,0.16510997712612152,-0.15085116028785706,-0.12614107877016068,mean,0.9982423782348633,3,-8,2,1.92,3.854718
0042500222,107,2026-05-08 03:06:39.500000+00:00,69.0,64.0,take_profit,-1,137.51669,5.0,4.21,0.1728532910346985,-0.24836128950119019,-0.20782484859228134,mean,0.9973400235176086,3,-5,2,0.79,0.482929
0042500231,69,2026-05-05 02:33:07.500000+00:00,61.0,64.0,stop_loss,-1,132.54527,-3.0,-5.04,0.16294042766094208,-0.10029371082782745,-0.08263738751411438,mean,0.9891457557678223,2,3,3,2.04,2.456086
0042500231,166,2026-05-05 03:53:16.194444+00:00,36.0,31.0,take_profit,-1,49.849509,5.0,4.21,0.1719340831041336,-0.14427728950977325,-0.12106886506080627,mean,0.9993504881858826,4,-4,2,0.79,3.150512
0042500233,85,2026-05-09 02:51:53.333333+00:00,34.0,29.0,take_profit,-1,181.692496,5.0,4.23,0.15577690303325653,-0.10041026026010513,-0.08280153274536133,mean,0.9963774085044861,2,-2,2,0.77,0.306954
0042500234,6,2026-05-10 23:47:32.250000+00:00,30.0,31.0,momentum_flip,-1,29.957629,-1.0,-2.87,0.15572918951511383,-0.13643226027488708,-0.11275749057531356,mean,0.9982926249504089,1,-2,2,1.87,0.04212
0042500234,44,2026-05-11 00:11:33.250000+00:00,39.0,40.0,momentum_flip,-1,22.958098,-1.0,-3.11,0.20979781448841095,-0.10762915015220642,-0.08852627128362656,mean,0.9756126403808594,1,5,5,2.11,0.041352
0042500234,68,2026-05-11 00:30:31+00:00,67.0,71.0,stop_loss,-1,66.208261,-4.0,-5.84,0.2416505217552185,-0.14919981360435486,-0.12332473546266556,mean,0.9978387951850891,2,2,2,1.8399999999999999,0.791694
0042500234,138,2026-05-11 01:25:49.500000+00:00,39.0,34.0,take_profit,-1,58.708903,5.0,4.18,0.20073363184928894,-0.10142005980014801,-0.08384754434227944,mean,0.993427038192749,3,-6,2,0.8200000000000001,0.291857
0042500234,141,2026-05-11 01:28:24.500000+00:00,45.0,44.0,momentum_flip,-1,192.71803,1.0,-1.17,0.23895300924777985,-0.11546222865581512,-0.09558049365878105,mean,0.9937175512313843,3,-6,3,2.17,0.291721
