game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,hazard_final,quarter,score_diff,run_length
0022501150,38,2026-04-08 00:03:38.500000+00:00,42.0,33.0,take_profit,-1,0.546619,9.0,898.6875,0.2204514443874359,-0.16385096311569214,0.9915859699249268,1,-7,3
0022501150,45,2026-04-08 00:06:43.966667+00:00,42.0,45.0,stop_loss,-1,119.080095,-3.0,-301.5225,0.16970714926719666,-0.08072683960199356,0.9955682158470154,1,-2,2
0022501150,48,2026-04-08 00:09:19.750000+00:00,47.0,49.0,stop_loss,-1,1.29751,-2.0,-201.68,0.23048771917819977,-0.09668891131877899,0.981907069683075,2,1,3
0022501150,50,2026-04-08 00:10:52.916667+00:00,49.0,51.0,stop_loss,-1,78.130657,-2.0,-201.75,0.17727166414260864,-0.09810879826545715,0.9963656663894653,2,1,3
0022501150,52,2026-04-08 00:12:26.083333+00:00,52.0,54.0,stop_loss,-1,44.963548,-2.0,-201.855,0.19059967994689941,-0.09180194139480591,0.9849851131439209,2,4,4
0022501150,54,2026-04-08 00:16:04.666667+00:00,54.0,54.0,time_gate,-1,120.0,-0.0,-1.8900000000000003,0.19965194165706635,-0.11292941868305206,0.9852229356765747,2,4,4
0022501150,63,2026-04-08 00:23:50.500000+00:00,58.0,60.0,stop_loss,-1,30.54691,-2.0,-202.065,0.18275226652622223,-0.08237437158823013,0.9981557726860046,2,5,2
0022501150,100,2026-04-08 00:57:11.666667+00:00,61.0,64.0,stop_loss,-1,9.380108,-3.0,-302.1875,0.15596622228622437,-0.11365444958209991,0.9995172023773193,3,8,2
0022501150,123,2026-04-08 01:10:39+00:00,69.0,71.0,stop_loss,-1,27.04671,-2.0,-202.45,0.24678586423397064,-0.11832651495933533,0.9917375445365906,3,9,3
0022501151,17,2026-04-07 23:51:28.666667+00:00,55.0,55.0,momentum_flip,-1,60.383684,-0.0,-1.9250000000000005,0.21828511357307434,-0.08292756974697113,0.9959671497344971,1,5,3
0022501151,70,2026-04-08 00:24:18.750000+00:00,62.0,58.0,take_profit,-1,46.300714,4.0,397.9,0.2161598801612854,-0.14464929699897766,0.9977311491966248,2,3,2
0022501158,129,2026-04-09 00:39:49.333333+00:00,70.0,64.0,take_profit,-1,0.786245,6.0,597.655,0.22956125438213348,-0.09139404445886612,0.9961060881614685,3,7,2
0022501165,33,2026-04-09 23:33:17.500000+00:00,61.0,63.0,stop_loss,-1,97.512349,-2.0,-202.17,0.16298754513263702,-0.0818074569106102,0.9986843466758728,1,3,2
0022501167,14,2026-04-09 23:48:39+00:00,37.0,31.0,take_profit,-1,57.032201,6.0,598.81,0.21703319251537323,-0.11937285214662552,0.9611039757728577,1,3,2
0022501168,119,2026-04-10 01:16:05+00:00,70.0,62.0,take_profit,-1,0.036399,8.0,797.69,0.15852347016334534,-0.22438865900039673,0.9963387250900269,3,3,2
0022501171,123,2026-04-11 00:41:12.500000+00:00,62.0,62.0,time_gate,-1,120.0,-0.0,-2.1700000000000004,0.19944460690021515,-0.13588841259479523,0.9981681108474731,3,-1,2
0022501171,130,2026-04-11 00:45:27.500000+00:00,61.0,57.0,take_profit,-1,0.653589,4.0,397.935,0.16951322555541992,-0.18547162413597107,0.9996058344841003,3,0,2
0022501176,27,2026-04-11 00:00:31.250000+00:00,69.0,69.0,momentum_flip,-1,36.812792,-0.0,-2.415,0.1745602786540985,-0.15072636306285858,0.9972115159034729,1,9,2
0022501186,144,2026-04-12 23:56:53.750000+00:00,63.0,58.0,take_profit,-1,0.396805,5.0,497.8825,0.17215359210968018,-0.09238418936729431,0.9999861717224121,3,6,2
