game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,hazard_final,quarter,score_diff,run_length
0022501150,57,2026-04-08 00:17:30.666667+00:00,54.0,57.0,stop_loss,-1,135.380185,-3.0,-301.9425,0.18665066361427307,-0.09846420586109161,0.9965459704399109,2,6,4
0022501150,63,2026-04-08 00:23:50.500000+00:00,58.0,61.0,stop_loss,-1,65.546895,-3.0,-302.0825,0.18275226652622223,-0.08237437158823013,0.9981557726860046,2,5,2
0022501150,123,2026-04-08 01:10:39+00:00,69.0,64.0,take_profit,-1,49.046589,5.0,497.6725,0.2501752972602844,-0.11865365505218506,0.9921262264251709,3,9,3
0022501151,62,2026-04-08 00:18:11.250000+00:00,52.0,47.0,take_profit,-1,1.800897,5.0,498.2675,0.20458243787288666,-0.11260097473859787,0.9956690073013306,2,2,2
0022501151,69,2026-04-08 00:23:52.500000+00:00,59.0,62.0,stop_loss,-1,38.550219,-3.0,-302.1175,0.18048925697803497,-0.10830014944076538,0.9963186979293823,2,0,2
0022501158,129,2026-04-09 00:39:49.333333+00:00,70.0,64.0,take_profit,-1,0.786245,6.0,597.655,0.228621244430542,-0.17463374137878418,0.9990604519844055,3,7,2
0022501165,23,2026-04-09 23:29:20+00:00,55.0,58.0,stop_loss,-1,89.012126,-3.0,-301.9775,0.18334585428237915,-0.08827061206102371,0.9981389045715332,1,-2,2
0022501165,32,2026-04-09 23:33:00+00:00,62.0,65.0,stop_loss,-1,252.012549,-3.0,-302.2225,0.19642950594425201,-0.08858297765254974,0.9970705509185791,1,1,2
0022501167,14,2026-04-09 23:48:39+00:00,37.0,31.0,take_profit,-1,57.032201,6.0,598.81,0.21703319251537323,-0.11937285214662552,0.9611039757728577,1,3,2
0022501168,119,2026-04-10 01:16:05+00:00,70.0,62.0,take_profit,-1,0.036399,8.0,797.69,0.20813940465450287,-0.15108522772789001,0.9869193434715271,3,3,2
0022501168,136,2026-04-10 01:27:28.750000+00:00,43.0,47.0,stop_loss,-1,57.286524,-4.0,-401.575,0.22785082459449768,-0.12855404615402222,0.9991742968559265,3,-2,2
0022501171,49,2026-04-10 23:40:50.666667+00:00,52.0,52.0,momentum_flip,-1,241.487078,-0.0,-1.8200000000000003,0.21691793203353882,-0.1041092574596405,0.9943602681159973,1,-5,2
0022501171,71,2026-04-11 00:00:24.333333+00:00,51.0,43.0,take_profit,-1,0.819875,8.0,798.355,0.1932218074798584,-0.16120877861976624,0.9992738366127014,2,-3,2
0022501171,80,2026-04-11 00:07:54.750000+00:00,55.0,58.0,stop_loss,-1,75.402363,-3.0,-301.9775,0.24200411140918732,-0.12971892952919006,0.9981542229652405,2,-7,2
0022501171,122,2026-04-11 00:40:55+00:00,60.0,63.0,stop_loss,-1,84.152976,-3.0,-302.1525,0.19395899772644043,-0.11171535402536392,0.997646152973175,3,0,2
0022501171,130,2026-04-11 00:45:27.500000+00:00,61.0,56.0,momentum_flip,-1,42.652798,5.0,497.9525,0.1732412725687027,-0.17375865578651428,0.9993815422058105,3,0,2
0022501176,27,2026-04-11 00:00:31.250000+00:00,69.0,69.0,momentum_flip,-1,36.812792,-0.0,-2.415,0.15347398817539215,-0.16090090572834015,0.9979243278503418,1,9,2
0022501186,160,2026-04-13 00:06:12.583333+00:00,68.0,71.0,stop_loss,-1,25.563772,-3.0,-302.4325,0.19641223549842834,-0.1621972918510437,0.9937005043029785,4,11,2
