game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,traj_used,traj_aggregator,hazard_final,quarter,score_diff,run_length
0022501150,20,2026-04-07 23:53:25.333333+00:00,31.0,31.0,momentum_flip,-1,157.7134,-0.0,-0.0,0.11143808811903,-0.08239591121673584,-0.08239591121673584,final,0.9964776635169983,1,-2,2
0022501150,38,2026-04-08 00:03:38.500000+00:00,42.0,42.0,momentum_flip,-1,169.546696,-0.0,-0.0,0.245960995554924,-0.20327676832675934,-0.20327676832675934,final,0.995546817779541,1,-7,3
0022501150,50,2026-04-08 00:10:52.916667+00:00,49.0,49.0,time_gate,-1,360.0,-0.0,-0.0,0.13713249564170837,-0.08834977447986603,-0.08834977447986603,final,0.9954506754875183,2,1,3
0022501150,58,2026-04-08 00:19:14.583333+00:00,55.0,54.0,momentum_flip,-1,161.463958,1.0,100.0,0.1090177372097969,-0.08686265349388123,-0.08686265349388123,final,0.9962595701217651,2,6,5
0022501150,123,2026-04-08 01:10:39+00:00,69.0,59.0,take_profit,-1,134.046587,10.0,1000.0,0.2554297149181366,-0.09840041399002075,-0.09840041399002075,final,0.9965417981147766,3,9,3
0022501150,159,2026-04-08 01:34:31.555556+00:00,63.0,50.0,take_profit,-1,67.493863,13.0,1300.0,0.0942172259092331,-0.18678048253059387,-0.18678048253059387,final,0.9958820343017578,4,5,2
0022501150,162,2026-04-08 01:36:46.277778+00:00,55.0,58.0,momentum_flip,-1,81.768666,-3.0,-300.0,0.09763653576374054,-0.09346922487020493,-0.09346922487020493,final,0.9972291588783264,4,3,3
0022501150,169,2026-04-08 01:40:56.861111+00:00,40.0,33.0,stop_loss,1,40.185219,-7.0,-700.0,0.0841747596859932,0.1186194121837616,0.1186194121837616,final,0.9987245202064514,4,2,2
0022501150,170,2026-04-08 01:41:45.361111+00:00,36.0,42.0,stop_loss,-1,25.685401,-6.0,-600.0,0.04903947934508324,-0.08690497279167175,-0.08690497279167175,final,0.9979193806648254,4,4,2
0022501151,38,2026-04-08 00:02:57+00:00,51.0,53.0,momentum_flip,-1,32.049821,-2.0,-200.0,0.1475197821855545,-0.14447686076164246,-0.14447686076164246,final,0.9979255199432373,1,1,2
0022501151,62,2026-04-08 00:18:11.250000+00:00,52.0,51.0,momentum_flip,-1,39.800161,1.0,100.0,0.1815483123064041,-0.08510027825832367,-0.08510027825832367,final,0.9989223480224609,2,2,2
0022501151,69,2026-04-08 00:23:52.500000+00:00,59.0,65.0,stop_loss,-1,96.550311,-6.0,-600.0,0.21222686767578125,-0.0806083008646965,-0.0806083008646965,final,0.9983055591583252,2,0,2
0022501151,116,2026-04-08 01:00:33.083333+00:00,70.0,72.0,momentum_flip,1,227.966411,2.0,200.0,0.08363962173461914,0.09065568447113037,0.09065568447113037,final,0.9980687499046326,3,12,2
0022501158,108,2026-04-09 00:28:45.333333+00:00,40.0,46.0,stop_loss,-1,53.785434,-6.0,-600.0,0.24464406073093414,-0.11419756710529327,-0.11419756710529327,final,0.9995403289794922,3,-4,3
0022501158,187,2026-04-09 01:19:00+00:00,54.0,41.0,take_profit,-1,63.118282,13.0,1300.0,0.14590062201023102,-0.16091418266296387,-0.16091418266296387,final,0.9994648098945618,4,2,4
0022501158,192,2026-04-09 01:21:49.166667+00:00,68.0,56.0,take_profit,-1,0.952365,12.0,1200.0,0.09896911680698395,-0.32797399163246155,-0.32797399163246155,final,0.9997381567955017,4,5,5
0022501158,193,2026-04-09 01:22:21.250000+00:00,60.0,70.0,take_profit,1,0.868259,10.0,1000.0,0.11354843527078629,0.22630992531776428,0.22630992531776428,final,0.9998910427093506,4,5,5
0022501158,196,2026-04-09 01:24:03.333333+00:00,60.0,70.0,take_profit,1,1.784929,10.0,1000.0,0.0878240093588829,0.18048521876335144,0.18048521876335144,final,0.9999332427978516,4,6,5
0022501158,197,2026-04-09 01:24:52.916667+00:00,38.0,51.0,take_profit,1,0.201861,13.0,1300.0,0.045039910823106766,0.34581270813941956,0.34581270813941956,final,0.9999885559082031,4,4,5
0022501158,198,2026-04-09 01:26:05.833333+00:00,58.0,64.0,stop_loss,-1,38.28513,-6.0,-600.0,0.23060978949069977,-0.18442419171333313,-0.18442419171333313,final,0.9955683350563049,4,4,6
0022501158,204,2026-04-09 01:29:32.916667+00:00,66.0,74.0,stop_loss,-1,42.201569,-8.0,-800.0,0.050811804831027985,-0.2271290123462677,-0.2271290123462677,final,0.9997920393943787,4,6,7
0022501167,10,2026-04-09 23:46:39.750000+00:00,31.0,32.0,momentum_flip,1,239.282273,1.0,100.0,0.14668473601341248,0.3015497028827667,0.3015497028827667,final,0.9974935054779053,1,3,2
0022501168,60,2026-04-10 00:23:07.500000+00:00,64.0,54.0,take_profit,-1,251.537129,10.0,1000.0,0.1284758448600769,-0.1369483917951584,-0.1369483917951584,final,0.9899840354919434,2,2,4
0022501168,89,2026-04-10 00:50:48.750000+00:00,57.0,58.0,momentum_flip,-1,252.286345,-1.0,-100.0,0.11836226284503937,-0.08289161324501038,-0.08289161324501038,final,0.99783855676651,2,5,2
0022501168,99,2026-04-10 00:59:32.500000+00:00,67.0,68.0,momentum_flip,-1,45.536064,-1.0,-100.0,0.19887562096118927,-0.14906269311904907,-0.14906269311904907,final,0.9992526173591614,3,2,2
0022501168,118,2026-04-10 01:15:50+00:00,64.0,70.0,stop_loss,-1,34.036468,-6.0,-600.0,0.08394972234964371,-0.10336846113204956,-0.10336846113204956,final,0.9989859461784363,3,6,2
0022501168,125,2026-04-10 01:19:35+00:00,43.0,53.0,take_profit,1,0.036559,10.0,1000.0,0.07551711797714233,0.13173417747020721,0.13173417747020721,final,0.9996978044509888,3,4,2
0022501168,139,2026-04-10 01:31:03.750000+00:00,31.0,22.0,stop_loss,1,91.286447,-9.0,-900.0,0.07735595107078552,0.1925327479839325,0.1925327479839325,final,0.9994927644729614,4,-3,2
0022501168,155,2026-04-10 01:43:59.583333+00:00,42.0,53.0,take_profit,1,9.453112,11.0,1100.0,0.06722962856292725,0.12877561151981354,0.12877561151981354,final,0.9997633099555969,4,0,2
0022501171,15,2026-04-10 23:19:52.666667+00:00,65.0,59.0,momentum_flip,-1,180.486278,6.0,600.0,0.14076058566570282,-0.08709406852722168,-0.08709406852722168,final,0.9972280859947205,1,2,2
0022501171,49,2026-04-10 23:40:50.666667+00:00,52.0,52.0,momentum_flip,-1,241.487078,-0.0,-0.0,0.19314779341220856,-0.1080193966627121,-0.1080193966627121,final,0.9975329637527466,1,-5,2
0022501171,65,2026-04-10 23:55:26.666667+00:00,45.0,47.0,momentum_flip,1,75.485519,2.0,200.0,0.07822103798389435,0.105664923787117,0.105664923787117,final,0.9995219707489014,2,-1,2
0022501171,71,2026-04-11 00:00:24.333333+00:00,51.0,48.0,momentum_flip,-1,75.819022,3.0,300.0,0.25515294075012207,-0.16215729713439941,-0.16215729713439941,final,0.9986961483955383,2,-3,2
0022501171,80,2026-04-11 00:07:54.750000+00:00,55.0,48.0,momentum_flip,-1,141.402146,7.0,700.0,0.2348838746547699,-0.13886554539203644,-0.13886554539203644,final,0.9980748891830444,2,-7,2
0022501171,123,2026-04-11 00:41:12.500000+00:00,62.0,62.0,momentum_flip,-1,137.65287,-0.0,-0.0,0.17665332555770874,-0.10750140249729156,-0.10750140249729156,final,0.999382495880127,3,-1,2
0022501171,130,2026-04-11 00:45:27.500000+00:00,61.0,56.0,momentum_flip,-1,42.652798,5.0,500.0,0.21641497313976288,-0.16357530653476715,-0.16357530653476715,final,0.9994298815727234,3,0,2
0022501176,9,2026-04-10 23:48:57.666667+00:00,68.0,74.0,stop_loss,-1,167.395767,-6.0,-600.0,0.22422191500663757,-0.20908527076244354,-0.20908527076244354,final,0.9881976246833801,1,4,2
